OPERATOR_ID,NAME,COUNTRY,CONTINENT,GSMA_NOTES,NUMBER OF SUBMISSIONS,LATEST_2G,LATEST_3G,LATEST_4G,LATEST_5G
5532,Farmers Mutual Telephone Company,United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
5533,CTC Telecom,United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
5534,NNTC Wireless (Nucla-Naturita Telephone Company),United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
5535,Breakaway Wireless (MTCC),United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
5546,Blue Wireless,United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
5899,BIT Communications (Buggs Island Telephone Cooperative),United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
5900,Anterix,United States,N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
5938,Rock Wireless (Standing Rock Telecom),United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
6087,Redzone Wireless,United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
6211,GigSky,United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
6276,Rise Broadband,United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
6448,Country Wireless,United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
6543,Phoenix Wireless,United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
6754,Infrastructure Networks,United States,N AMERICA,-,-,No Licence,No Licence,Not Submitted,-
18,Claro (America Movil),Uruguay,S AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
22,Antel,Uruguay,S AMERICA,-,3,2019,2019,2019,-
759,Movistar (Telefonica),Uruguay,S AMERICA,-,1,2013,Not Submitted,Not Submitted,-
6548,Dedicado,Uruguay,S AMERICA,-,-,No Licence,No Licence,Not Submitted,-
124,Ucell (Telia),Uzbekistan,ASIA,-,4,2015,2015,2015,-
136,Beeline (VEON),Uzbekistan,ASIA,-,1,2010,2010,Not Submitted,-
766,Perfectum Mobile,Uzbekistan,ASIA,-,-,Not Submitted,Not Submitted,No Licence,-
1040,Uztelecom,Uzbekistan,ASIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
5948,mobiuz,Uzbekistan,ASIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
5952,EVO (Super iMAX),Uzbekistan,ASIA,-,-,No Licence,No Licence,Not Submitted,-
491,Vodafone (ATH),Vanuatu,OCEANIA,-,1,2005,Not Submitted,No Licence,-
1863,Digicel (Telstra),Vanuatu,OCEANIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
5905,WanTok,Vanuatu,OCEANIA,-,-,No Licence,No Licence,Not Submitted,-
145,Digitel,Venezuela,S AMERICA,-,4,2016,2016,2016,No Licence
647,Movilnet (CANTV),Venezuela,S AMERICA,-,1,2011,Not Submitted,Not Submitted,-
653,Movistar (Telefonica),Venezuela,S AMERICA,-,4,2018,2018,2018,No Licence
5971,DIRECTV,Venezuela,S AMERICA,-,-,No Licence,No Licence,Not Submitted,No Licence
6547,Movilmax (Omnivision),Venezuela,S AMERICA,-,-,No Licence,No Licence,Not Submitted,No Licence
546,Viettel Telecom,Vietnam,ASIA,-,3,2019,2019,2019,No Licence
547,Mobifone,Vietnam,ASIA,-,-,Not Submitted,Not Submitted,Not Submitted,-
778,Vinaphone (VNPT),Vietnam,ASIA,-,3,2018,2018,2018,-
962,Vietnamobile,Vietnam,ASIA,-,3,2016,2016,Not Submitted,-
2066,Gmobile (GTEL Mobile),Vietnam,ASIA,-,1,2013,No Licence,Not Submitted,-
799,Flow (Liberty Latin America),"Virgin Islands, British",N AMERICA,-,-,Not Submitted,Not Submitted,Not Submitted,-
1417,CCT,"Virgin Islands, British",N AMERICA,-,1,2005,No Licence,Not Submitted,-
1862,Digicel,"Virgin Islands, British",N AMERICA,-,2,2019,2019,2019,-
760,AT&T (Liberty Latin America),"Virgin Islands, U.S.",N AMERICA,-,-,Not Submitted,No Licence,Not Submitted,-
895,Sprint (SoftBank),"Virgin Islands, U.S.",N AMERICA,-,-,Not Submitted,No Licence,Not Submitted,-
1210,T-Mobile (Deutsche Telekom),"Virgin Islands, U.S.",N AMERICA,-,-,Not Submitted,No Licence,No Licence,-
3565,Viya (ATN),"Virgin Islands, U.S.",N AMERICA,-,-,No Licence,Not Submitted,Not Submitted,-
6148,Manuia (SPT),Wallis and Futuna,OCEANIA,-,-,No Licence,Not Submitted,Not Submitted,-
13,Alcom,World,-,-,2,2018,2018,2018,-
1090,Globalstar,World,-,-,1,2005,No Licence,No Licence,-
1892,Vivacell (Network of the World),World,-,-,-,Not Submitted,No Licence,No Licence,-
3287,Thuraya,World,-,-,1,2005,No Licence,No Licence,-
3291,AeroMobile,World,-,-,-,Not Submitted,Not Submitted,No Licence,-
3292,SITAONAIR,World,-,-,-,Not Submitted,No Licence,No Licence,-
3293,Telenor Maritime,World,-,-,-,Not Submitted,No Licence,No Licence,-
3295,WINS (SpeedCast),World,-,-,-,Not Submitted,No Licence,No Licence,-
3297,Inmarsat,World,-,-,-,Not Submitted,No Licence,No Licence,-
3415,On Waves (Siminn),World,-,-,-,Not Submitted,No Licence,No Licence,-
3731,Wireless Maritime Services,World,-,-,-,Not Submitted,No Licence,No Licence,-
3741,Telespazio,World,-,-,-,Not Submitted,No Licence,No Licence,-
443,YOU,Yemen,ASIA,-,3,2018,No Licence,No Licence,No Licence
587,Sabafon,Yemen,ASIA,-,1,2011,No Licence,No Licence,-
1481,Y,Yemen,ASIA,-,-,Not Submitted,No Licence,No Licence,-
1482,Yemen Mobile,Yemen,ASIA,-,-,Not Submitted,Not Submitted,No Licence,-
95,Airtel (Airtel Africa),Zambia,AFRICA,-,2,2014,2014,Not Submitted,No Licence
590,Zamtel,Zambia,AFRICA,-,1,2017,Not Submitted,Not Submitted,-
770,MTN,Zambia,AFRICA,-,1,2008,Not Submitted,Not Submitted,-
5493,MassNET,Zambia,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
6171,Vodafone (Afrimax),Zambia,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
158,Econet Wireless,Zimbabwe,AFRICA,-,4,2015,2015,2015,-
328,NetOne,Zimbabwe,AFRICA,-,-,Not Submitted,Not Submitted,Not Submitted,No Licence
484,Telecel (ZARNet),Zimbabwe,AFRICA,-,2,2019,2019,2019,No Licence
4220,TelOne,Zimbabwe,AFRICA,-,-,Not Submitted,No Licence,No Licence,-
5499,Aquiva Wireless,Zimbabwe,AFRICA,-,-,No Licence,No Licence,Not Submitted,-
24331,World Mobile,World,,,,,,,
